,chunk,lang,video_id,start,end
57,10,spanish,dQ384U8Rbr4,45.525,50.525
58,8,spanish,KC01FrxkTfU,35.525,40.525
59,7,spanish,jjup5vWBs4Y,32.11666666666667,37.11666666666667
60,5,spanish,LCWRaKnfHLk,20.325,25.325
61,2,spanish,NUF20sPQmC0,5.616666666666667,10.616666666666667
62,5,spanish,4XC371iUWzg,20.066666666666666,25.066666666666666
63,2,spanish,NNhMYjGok4M,5.9833333333333325,10.983333333333333
64,2,spanish,T2vuGsbD-i0,5.316666666666666,10.316666666666666
65,3,spanish,aNaCjjTL7gc,10.333333333333334,15.333333333333334
66,9,spanish,C4Sp8-K0YMc,41.66666666666667,46.66666666666667
67,4,spanish,tHUunD7B_Co,16.191666666666666,21.191666666666666
68,2,spanish,4mDeaw-c1F8,7.074999999999999,12.075
69,6,spanish,ioLQ2fQqO0A,26.95,31.95
70,2,spanish,kHRUzVXSDMk,5.791666666666666,10.791666666666666
71,5,spanish,eOI_AeBcUcE,22.483333333333334,27.483333333333334
72,11,spanish,cQgyOUSTMBI,51.0,56.0
73,4,spanish,nps3GRAZ4ek,17.391666666666666,22.391666666666666
74,2,spanish,cffh-248Css,6.033333333333335,11.033333333333335
75,2,spanish,2SCfgi-pYsA,5.699999999999999,10.7
76,4,spanish,2-ZlGm8tTn0,16.3,21.3
77,4,spanish,7Asgn3N2w40,15.024999999999999,20.025
78,6,spanish,TxQ0Y4szEiI,27.458333333333332,32.45833333333333
79,2,spanish,vvhZ8Usiu20,5.016666666666666,10.016666666666666
80,3,spanish,WxAwy1_c5KA,10.375,15.375
81,2,spanish,mvd0ZtYrz9w,6.800000000000001,11.8
82,1,spanish,osrmDjbZfPI,1.2166666666666668,6.216666666666667
83,3,spanish,DD3Ak3aJvk0,10.383333333333333,15.383333333333333
84,6,spanish,zSDIJ-Vl_Yk,26.058333333333334,31.058333333333334
85,4,spanish,SScJJqbOH2g,16.15833333333333,21.15833333333333
86,1,spanish,s_eH3hWFbPE,1.5666666666666664,6.566666666666666
87,3,spanish,0NsM0hFNh80,10.858333333333334,15.858333333333334
88,4,spanish,Fbdz8-pC88o,15.033333333333333,20.03333333333333
89,2,spanish,V9541u2hWa4,6.675000000000001,11.675
90,3,spanish,dqxB9C7S4s8,11.125,16.125
91,10,spanish,cffh-248Css,46.03333333333333,51.03333333333333
92,7,spanish,DD3Ak3aJvk0,30.383333333333333,35.38333333333333
93,4,spanish,TbaQ1-4LuC8,16.625,21.625
94,1,spanish,6PDOG0mpeLE,2.291666666666668,7.291666666666668
95,2,spanish,prg9l6GTxtU,6.333333333333334,11.333333333333334
96,4,spanish,6j-MjYJEQRw,16.166666666666664,21.166666666666664
97,9,spanish,dfhrs1JaTbg,41.391666666666666,46.391666666666666
98,1,spanish,DAsEEdvwqJo,0.31666666666666643,5.316666666666666
99,4,spanish,xx3_mm66OU4,15.024999999999999,20.025
100,2,spanish,rdqmhkKNPyE,6.658333333333333,11.658333333333333
101,7,spanish,EKPfMnZC1Fo,31.966666666666665,36.96666666666667
102,6,spanish,er2r66FScOc,27.008333333333333,32.00833333333333
103,3,spanish,brLqoLnBYdw,12.141666666666667,17.141666666666666
104,2,spanish,2BWtaKlUB1Q,5.6,10.6
105,5,spanish,XLmS6L7nV7A,22.25,27.25
106,3,spanish,9Vi9Iogb9r0,12.216666666666667,17.21666666666667
107,1,spanish,XcJctNLHsqw,1.4000000000000004,6.4
108,5,spanish,gCaBCkvSzo0,20.35,25.35
109,1,spanish,9PtClZqMkZ0,0.09999999999999964,5.1
110,4,spanish,D6dqiQAmZkU,16.008333333333333,21.008333333333333
111,1,spanish,bjtv7uP3RK0,2.291666666666666,7.291666666666666
112,5,spanish,KF-Dshx3AJU,21.441666666666666,26.441666666666666
113,1,spanish,rhhQ8oRK0T8,1.4916666666666671,6.491666666666667
114,3,spanish,YiCaW11zCEE,11.091666666666667,16.09166666666667
115,4,spanish,sFZUjmMM7bE,15.666666666666666,20.666666666666664
116,8,spanish,CtZGeOd1bzk,36.825,41.825
117,3,spanish,naQb5wbgZac,10.35,15.35
118,1,spanish,urDrdP-J4MM,1.1499999999999986,6.149999999999999
119,2,spanish,ptv6we8CoTg,6.899999999999999,11.899999999999999
120,1,spanish,yAOPKsU0yaU,0.38333333333333286,5.383333333333333
121,4,spanish,5A7hN2Zipvg,15.433333333333334,20.433333333333334
122,1,spanish,WUio1UpVpNc,1.4916666666666671,6.491666666666667
123,5,spanish,-IRZFscQfFo,20.375,25.375
124,3,spanish,ZKTJhBtImnA,10.241666666666667,15.241666666666667
125,3,spanish,Jg2QwyI37yc,10.8,15.8
126,1,spanish,c2N2uvHVpxk,0.9166666666666661,5.916666666666666
127,4,spanish,phBUKzW3DqI,17.46666666666667,22.46666666666667
128,6,spanish,xx3_mm66OU4,25.025,30.025
129,1,spanish,WenMJDzgz7k,0.27500000000000036,5.275
130,6,spanish,GvCUrOsiXN0,26.908333333333335,31.908333333333335
131,5,spanish,6nXvoKdSURw,20.125,25.125
132,5,spanish,_3OYOf9mRlo,20.35,25.35
133,4,spanish,vU6_LncX22U,16.15833333333333,21.15833333333333
134,1,spanish,N5Jga-whu-Y,2.2666666666666675,7.2666666666666675
135,5,spanish,PN07DNMOZ_4,22.175,27.175
136,1,spanish,FxtPKHmrSmk,2.3000000000000007,7.300000000000001
137,1,spanish,x1hJsp-0kmg,2.25,7.25
138,3,spanish,VH6yB9_mSRU,11.625,16.625
139,3,spanish,_ct9R0L9K04,11.175,16.175
140,5,spanish,i7IKlwJjuIk,20.35,25.35
141,4,spanish,w2LTgtr1eYk,16.175,21.175
142,6,spanish,vC-e4GSt9H8,25.375,30.375
143,11,spanish,GBKZUqDp9RE,50.275,55.275
144,7,spanish,qvFC75tiqBo,31.858333333333334,36.858333333333334
145,10,spanish,p3KPKXjdLDk,45.25833333333333,50.25833333333333
146,11,spanish,7aZlCnrzuGY,51.2,56.2
147,2,spanish,fKY9knpEaik,6.341666666666665,11.341666666666665
148,3,spanish,awDEhny61ZA,10.175,15.175
149,2,spanish,U3NyI3krwfY,5.866666666666667,10.866666666666667
150,5,spanish,s13NcCNat8g,22.491666666666667,27.491666666666667
151,2,spanish,Hyi4I1I60yg,6.85,11.85
152,7,spanish,6HGldtIh2Fg,30.891666666666666,35.891666666666666
153,5,spanish,hmI6Jo4icUI,20.383333333333333,25.383333333333333
154,6,spanish,nmhgiBm8YLU,26.2,31.2
155,3,spanish,ydyOSsln10o,12.341666666666667,17.34166666666667
156,5,spanish,zkRNxEsOxzM,21.133333333333333,26.133333333333333
157,4,spanish,6JBTpO_NSYc,15.483333333333333,20.483333333333334
158,1,spanish,sep1-H5fKUs,0.15833333333333321,5.158333333333333
159,8,spanish,q1kY_6ucEq0,35.65,40.65
160,4,spanish,YFiVeMPFYxY,15.524999999999999,20.525
161,2,spanish,xz2FqQpqI9M,6.833333333333332,11.833333333333332
162,1,spanish,dxITc7JSBSg,0.40000000000000036,5.4
163,5,spanish,W2um-RMAI3Y,20.483333333333334,25.483333333333334
164,1,spanish,L_qxLDw_sos,0.2916666666666661,5.291666666666666
165,2,spanish,Z3xIEAlNbYU,5.4,10.4
166,1,spanish,kRoFpuZHQ_c,1.958333333333334,6.958333333333334
167,1,spanish,s9qC-vTRuZU,1.7416666666666671,6.741666666666667
168,4,spanish,RGG_yj9SLuU,17.216666666666665,22.216666666666665
169,9,spanish,mx8vywTUBos,42.0,47.0
170,3,spanish,4QzFODt-NHs,11.141666666666667,16.141666666666666
171,8,spanish,wk2n_9HwyhA,36.29166666666667,41.29166666666667
172,2,spanish,uWq2-uwGp9A,6.258333333333333,11.258333333333333
173,3,spanish,IU9vdxxeI5M,12.016666666666667,17.016666666666666
174,6,spanish,weeDduG6u8w,26.283333333333335,31.283333333333335
175,5,spanish,BPy1_ZcLFOQ,21.3,26.3
176,1,spanish,OvM7qW25ArU,0.033333333333333215,5.033333333333333
177,4,spanish,rTh7nvkffpI,16.491666666666667,21.491666666666667
178,1,spanish,Thrtt7z93Js,1.3833333333333329,6.383333333333333
179,6,spanish,Ng8xSZlVZfg,27.425,32.425
180,3,spanish,jQ_zL46inWw,10.208333333333334,15.208333333333334
181,2,spanish,9crdxnKKlvc,5.666666666666666,10.666666666666666
182,4,spanish,h7G3XTqxcrA,15.033333333333335,20.033333333333335
183,2,spanish,Ldmumc9eWas,7.324999999999999,12.325
184,6,spanish,sCAEx_Xt4go,25.775,30.775
185,2,spanish,joKoDO9ump4,6.25,11.25
186,2,spanish,4-2IEyFR3yU,5.991666666666667,10.991666666666667
187,3,spanish,bwwuPn-TBH4,10.774999999999999,15.774999999999999
188,5,spanish,HsUzQprX8v4,21.891666666666666,26.891666666666666
189,1,spanish,nmGkvF72LqE,1.4916666666666671,6.491666666666667
190,3,spanish,TtVchROi1yM,11.908333333333333,16.90833333333333
191,1,spanish,Ggmh7xs2B7Q,1.3833333333333329,6.383333333333333
192,3,spanish,cx61Uy_pun4,10.683333333333334,15.683333333333334
193,5,spanish,S8aDQlyOv8k,22.041666666666664,27.041666666666664
194,1,spanish,rxa54cTsLPY,1.4333333333333336,6.433333333333334
195,3,spanish,8uM4lfzk2ec,11.391666666666666,16.391666666666666
196,3,spanish,1oKh8vnYDAE,10.983333333333333,15.983333333333333
197,2,spanish,jeFYTXlFOdk,6.1083333333333325,11.108333333333333
198,3,spanish,OZuYNaM7Qn8,10.525,15.525
199,1,spanish,quLEIe8JEzk,0.9499999999999993,5.949999999999999
200,10,spanish,0PS2N69oAas,46.74166666666667,51.74166666666667
201,1,spanish,fKY9knpEaik,1.341666666666665,6.341666666666665
202,4,spanish,zElEahM6pJo,16.616666666666667,21.616666666666667
203,1,spanish,kt8BN-Iygjc,1.1083333333333325,6.1083333333333325
204,6,spanish,7KcdzdhFaVY,26.425,31.425
205,8,spanish,gqgYMCCkntA,35.766666666666666,40.766666666666666
206,2,spanish,_Y2K9gfJVOg,6.925000000000001,11.925
207,2,spanish,mTTLf_Af_z8,6.3916666666666675,11.391666666666667
208,1,spanish,VDCwbxHKUdQ,1.3416666666666668,6.341666666666667
209,6,spanish,Ad-E2Sccivw,25.416666666666668,30.416666666666668
210,1,spanish,TnK1Y-giy3g,0.9916666666666671,5.991666666666667
211,3,spanish,WTc_rnHTUKs,10.808333333333334,15.808333333333334
212,4,spanish,3FQmEHezzyo,16.258333333333333,21.258333333333333
213,1,spanish,5QXUMgPIKJU,0.9666666666666668,5.966666666666667
214,2,spanish,PN07DNMOZ_4,7.175000000000001,12.175
215,3,spanish,TssgXULWma4,10.325,15.325
216,5,spanish,GPjXqYGwVjU,20.116666666666667,25.116666666666667
217,3,spanish,RkhjN3bgjeQ,10.766666666666667,15.766666666666667
218,6,spanish,E8cwWXipIy4,26.766666666666666,31.766666666666666
219,7,spanish,i6wuZfDERys,31.95,36.95
220,2,spanish,HCfWg55hz3w,5.633333333333333,10.633333333333333
221,2,spanish,tbI9DQlz5m4,5.933333333333334,10.933333333333334
222,2,spanish,4XFuAMZt_wY,6.175000000000001,11.175
223,5,spanish,Hoexezq2ZrU,21.241666666666667,26.241666666666667
224,3,spanish,dDqMux9xd1Q,11.516666666666667,16.516666666666666
225,2,spanish,yxZwovR9vSA,6.408333333333333,11.408333333333333
226,1,spanish,_Y2K9gfJVOg,1.9250000000000007,6.925000000000001
227,2,spanish,_pgYA6nK2WQ,6.35,11.35
228,2,spanish,OqKhrc9dac8,7.416666666666666,12.416666666666666
229,8,spanish,bemeK0q8wTI,36.108333333333334,41.108333333333334
230,7,spanish,uzAlSKpyUKw,31.608333333333334,36.608333333333334
231,1,spanish,Ao9bY9izEDs,0.3333333333333339,5.333333333333334
232,2,spanish,IKdFpZDWJn8,5.574999999999999,10.575
233,4,spanish,iDqU8UTSL0o,17.066666666666666,22.066666666666666
234,2,spanish,P5A4fMyO53M,6.366666666666667,11.366666666666667
235,2,spanish,5LzwuRnD3XQ,6.683333333333334,11.683333333333334
236,6,spanish,pJ0zQU3hISM,25.291666666666664,30.291666666666664
237,2,spanish,Rp2nz5C_43w,6.574999999999999,11.575
238,2,spanish,8RrHq6ZnXXQ,7.258333333333333,12.258333333333333
239,8,spanish,iejLLM1gWx8,36.03333333333333,41.03333333333333
240,5,spanish,tyaAY0pnwcc,21.783333333333335,26.783333333333335
241,1,spanish,NJId2cG077Y,2.4333333333333336,7.433333333333334
242,9,spanish,gpBbfCChjQQ,41.4,46.4
243,1,spanish,lHO8UJJHdLE,0.07499999999999929,5.074999999999999
244,3,spanish,XaKR6Fg8fRQ,11.4,16.4
245,5,spanish,Z4M4qJtcMhw,20.21666666666667,25.21666666666667
246,2,spanish,nWVRztd3JMM,6.983333333333334,11.983333333333334
247,9,spanish,sCQzOo4Owpc,41.6,46.6
248,5,spanish,gAg4-STLDN4,20.775,25.775
249,2,spanish,5QXUMgPIKJU,5.966666666666667,10.966666666666667
250,1,spanish,0kFGZUae5nw,1.333333333333334,6.333333333333334
251,3,spanish,2vBskWSzdY0,11.3,16.3
252,3,spanish,_qcMwpBXZJI,11.908333333333335,16.908333333333335
253,1,spanish,KuguV_LnypQ,1.0916666666666668,6.091666666666667
254,2,spanish,j4w8OTt-hC0,5.925000000000001,10.925
255,5,spanish,gttopOoaf6Q,20.183333333333334,25.183333333333334
256,3,spanish,lCIGN-jpYJo,10.0,15.0
257,6,spanish,dt64V77xjjE,25.933333333333334,30.933333333333334
258,2,spanish,ZnPcdQHFtuM,5.725,10.725
259,4,spanish,TMJ6_PzFiaA,16.458333333333336,21.458333333333336
260,4,spanish,IYCYy14sD8k,16.166666666666664,21.166666666666664
261,5,spanish,HOCJB2ehFPo,20.166666666666664,25.166666666666664
262,2,spanish,fCFtP4IHS80,7.083333333333334,12.083333333333334
263,1,spanish,YoK6jQ4auVE,1.6166666666666671,6.616666666666667
264,2,spanish,p1UIAPXoJXA,6.383333333333333,11.383333333333333
265,1,spanish,RbkR0Y-ojPY,0.3916666666666675,5.3916666666666675
266,8,spanish,l7q8ioQLwLU,36.641666666666666,41.641666666666666
267,1,spanish,Snbp-w4xRGI,0.6083333333333325,5.6083333333333325
268,2,spanish,_Vgb9P36KdQ,5.741666666666667,10.741666666666667
269,9,spanish,JL42FkGzcYc,40.61666666666667,45.61666666666667
270,2,spanish,RPTwkRJRcAg,6.166666666666666,11.166666666666666
271,1,spanish,RWY5INhowcI,2.375,7.375
272,4,spanish,H0sxyVPdFfs,17.066666666666666,22.066666666666666
273,5,spanish,Snbp-w4xRGI,20.608333333333334,25.608333333333334
274,4,spanish,S12ByafH7yA,15.05,20.05
275,2,spanish,py9MRfuBwiE,5.508333333333333,10.508333333333333
276,11,spanish,912n_QbjKfY,51.2,56.2
277,2,spanish,AMSvt-QNZ6E,6.308333333333334,11.308333333333334
278,1,spanish,q20mRtjrf5M,0.19166666666666643,5.191666666666666
279,3,spanish,6QR1SqZEg68,10.591666666666667,15.591666666666667
280,6,spanish,im4raLHDL_E,26.85,31.85
281,6,spanish,gC7s3CoVWm8,25.433333333333334,30.433333333333334
282,2,spanish,4-IoFuMMwhk,6.925000000000001,11.925
283,2,spanish,SzPb23Z84gc,5.708333333333334,10.708333333333334
284,1,spanish,2lMA38_u-Rk,1.5666666666666664,6.566666666666666
285,4,spanish,M7p33W48NPM,16.475,21.475
286,3,spanish,wNPSxH2WkN8,11.975,16.975
287,3,spanish,9uSfiKsZtTM,12.141666666666667,17.141666666666666
288,8,spanish,QxSWi9yrrS0,35.125,40.125
289,1,spanish,igNlZeLoHXA,1.6999999999999993,6.699999999999999
290,9,spanish,o0a-rSerqO4,41.016666666666666,46.016666666666666
291,4,spanish,jMv9gDDLuxw,17.391666666666666,22.391666666666666
292,3,spanish,Nmr23WPP9vw,10.175,15.175
293,4,spanish,eEGikgcLO88,15.791666666666666,20.791666666666664
294,3,spanish,Y35FHYaHjb4,12.425,17.425
295,4,spanish,-jcngUxuimM,16.791666666666664,21.791666666666664
296,2,spanish,9FuzBz8EyTk,5.666666666666666,10.666666666666666
297,4,spanish,jgaQqSvmI9Y,15.95,20.95
298,5,spanish,VgqS44vO9xs,21.208333333333332,26.208333333333332
299,4,spanish,aajms_iVNp0,17.025,22.025
300,4,spanish,Az68e53le8M,16.575,21.575
301,3,spanish,lnBEirYv82A,11.291666666666668,16.291666666666668
302,3,spanish,YE5SaArgbPk,10.891666666666667,15.891666666666667
303,4,spanish,ZmGAsZzWe4k,15.458333333333334,20.458333333333336
304,3,spanish,0sgRv13ynwM,10.841666666666665,15.841666666666665
305,8,spanish,r67RstDULNI,36.075,41.075
306,4,spanish,VAjn-MZRZ30,15.483333333333334,20.483333333333334
307,7,spanish,sMNZZYcnVa4,30.05,35.05
308,2,spanish,fO8kSTXirkM,7.166666666666666,12.166666666666666
309,3,spanish,E8cwWXipIy4,11.766666666666666,16.766666666666666
310,2,spanish,cznFUk-0_Pw,5.333333333333334,10.333333333333334
311,3,spanish,PoXh0sUHdBM,11.783333333333333,16.78333333333333
312,3,spanish,5K0OZNHCnYI,11.683333333333334,16.683333333333334
313,3,spanish,GbT-PsQnflE,12.1,17.1
314,4,spanish,qI_dRs4UcGk,16.84166666666667,21.84166666666667
315,1,spanish,jk0Uz_3l0R8,0.5666666666666664,5.566666666666666
316,3,spanish,1ai7x9KdVaY,10.350000000000001,15.350000000000001
317,2,spanish,3Dm9Ufc6jKY,6.283333333333335,11.283333333333335
318,9,spanish,0mJ58pq96qU,41.70833333333333,46.70833333333333
319,2,spanish,HsUzQprX8v4,6.891666666666666,11.891666666666666
320,8,spanish,XLmS6L7nV7A,37.25,42.25
321,3,spanish,kGebFvEoPAM,11.033333333333333,16.03333333333333
322,1,spanish,Au6kelplAhU,1.1999999999999993,6.199999999999999
323,4,spanish,OqKhrc9dac8,17.416666666666664,22.416666666666664
324,6,spanish,KC01FrxkTfU,25.525,30.525
325,3,spanish,cnMfw5C3gR0,10.391666666666667,15.391666666666667
326,5,spanish,fuLFgPNDShc,20.308333333333334,25.308333333333334
327,3,spanish,2v8qrxyyYGI,12.475000000000001,17.475
328,3,spanish,MCntEmIIowE,11.075,16.075
329,5,spanish,lYzT107YhIE,22.308333333333334,27.308333333333334
330,3,spanish,aZZCW0WD10w,10.891666666666667,15.891666666666667
331,1,spanish,0EbT8zIKjSk,0.27500000000000036,5.275
332,2,spanish,xKZM1xSf5-k,6.683333333333334,11.683333333333334
333,1,spanish,gyVhh7VWCtc,0.8333333333333339,5.833333333333334
334,3,spanish,k_mvG7ord1g,11.066666666666666,16.066666666666666
335,1,spanish,ZKTJhBtImnA,0.24166666666666714,5.241666666666667
336,6,spanish,nB1bYqbPT84,25.958333333333332,30.958333333333332
337,5,spanish,aA93NBNrROg,20.95,25.95
338,5,spanish,BMoWThervVM,22.241666666666667,27.241666666666667
339,4,spanish,VOMMnNzvM-0,16.65833333333333,21.65833333333333
340,3,spanish,ip0C3hhlOSA,10.358333333333334,15.358333333333334
341,2,spanish,4XC371iUWzg,5.066666666666666,10.066666666666666
342,4,spanish,zXTS0yJ1qCQ,16.308333333333334,21.308333333333334
343,1,spanish,k0mNSH_A7cA,0.5,5.5
344,4,spanish,0BQnRt97eb4,15.708333333333334,20.708333333333336
345,9,spanish,_2pOKk7scU0,41.80833333333334,46.80833333333334
346,6,spanish,KGUMFfLUSmc,25.008333333333333,30.008333333333333
347,2,spanish,l7q8ioQLwLU,6.641666666666666,11.641666666666666
348,3,spanish,A1pT2ma6CSE,10.125,15.125
349,3,spanish,ggqN3txvk2k,10.325,15.325
350,1,spanish,rvC8ZB8BQ5g,0.08333333333333215,5.083333333333332
351,2,spanish,nmhgiBm8YLU,6.199999999999999,11.2
352,7,spanish,aA93NBNrROg,30.95,35.95
353,3,spanish,XtvwTUaj1KQ,10.125,15.125
354,2,spanish,7KcdzdhFaVY,6.425000000000001,11.425
355,1,spanish,iIeIAWn9VH0,0.6166666666666671,5.616666666666667
356,5,spanish,jQCBipaHDXg,20.75,25.75
357,6,spanish,18RlOzv2_Jo,26.825,31.825
358,3,spanish,9txaKj0suwM,11.441666666666666,16.441666666666666
359,3,spanish,1F6tqmuUplQ,11.524999999999999,16.525
360,3,spanish,gSkrcbzqnqE,10.375,15.375
361,1,spanish,c4K36N11rNc,2.258333333333333,7.258333333333333
362,2,spanish,GlM3cOmt40Q,5.241666666666667,10.241666666666667
363,1,spanish,HahdyFsfmFk,1.4833333333333325,6.4833333333333325
364,4,spanish,KjlyQoBUA6Q,15.816666666666666,20.816666666666666
365,9,spanish,FcHQPhPmp90,41.266666666666666,46.266666666666666
366,2,spanish,g09MhjvSb-I,5.683333333333334,10.683333333333334
367,1,spanish,I87JbQXSv2k,0.3916666666666675,5.3916666666666675
368,3,spanish,3Qt0JZszVQs,10.175,15.175
369,3,spanish,8fCgl9_ec9Y,11.008333333333333,16.008333333333333
370,3,spanish,2eooJR1O-ns,11.633333333333333,16.633333333333333
371,6,spanish,KpGSrw59jSQ,25.3,30.3
372,4,spanish,0Idp6mULD3A,15.283333333333333,20.28333333333333
373,4,spanish,7bSFUpj9B80,16.633333333333333,21.633333333333333
374,3,spanish,i86gkiPehJ0,11.5,16.5
375,4,spanish,VzBf6ttUQlI,17.391666666666666,22.391666666666666
376,5,spanish,MXb8mxr0nlQ,20.65,25.65
377,2,spanish,6_-fKEMeghU,6.033333333333333,11.033333333333333
378,2,spanish,JcJ0074HT5c,5.216666666666667,10.216666666666667
379,4,spanish,K2kNbNKZL-Y,16.21666666666667,21.21666666666667
380,2,spanish,JPAcarRBr8I,6.800000000000001,11.8
381,3,spanish,-lLjJ1TVpqo,11.575,16.575
382,6,spanish,HDNwj1vqnI0,26.058333333333334,31.058333333333334
383,1,spanish,CpCgTBx54yM,0.6916666666666664,5.691666666666666
384,4,spanish,VxMupSYhUJI,15.741666666666667,20.741666666666667
385,4,spanish,exG_4exB12s,15.158333333333333,20.15833333333333
386,4,spanish,Jf8dikOQjmc,15.683333333333334,20.683333333333334
387,4,spanish,Mo7ObQJkEY4,15.399999999999999,20.4
388,4,spanish,2U3gIACTpxs,15.458333333333334,20.458333333333336
389,3,spanish,whrbwzk1_aI,10.8,15.8
390,1,spanish,Wd8jYUoIo94,0.5833333333333339,5.583333333333334
391,4,spanish,k4pkwrAPiGc,15.5,20.5
392,4,spanish,sCQzOo4Owpc,16.6,21.6
393,1,spanish,Z1bu0fm1Zps,0.2833333333333332,5.283333333333333
394,2,spanish,s-CNsf-Tdxo,6.683333333333334,11.683333333333334
395,2,spanish,zOsLDPfvKY8,6.35,11.35
396,3,spanish,10qY6Ke-H9M,10.866666666666667,15.866666666666667
397,3,spanish,-Fnvssj13OU,11.866666666666667,16.866666666666667
398,5,spanish,MRL6T9R31dI,21.03333333333333,26.03333333333333
399,3,spanish,oTs5BwRdiCg,10.225,15.225
400,1,spanish,joKoDO9ump4,1.25,6.25
401,4,spanish,hRKdOx7d8ZE,17.158333333333335,22.158333333333335
402,6,spanish,umVooRgGavc,25.516666666666666,30.516666666666666
403,6,spanish,RC9avhZfa0A,25.15,30.15
404,5,spanish,0tWhrk4mMjk,21.516666666666666,26.516666666666666
405,1,spanish,kkCasFpNOvs,0.15000000000000036,5.15
406,1,spanish,-jcngUxuimM,1.791666666666666,6.791666666666666
407,6,spanish,uJWhRH8zCFw,25.025,30.025
408,2,spanish,mnFqcAKemDM,7.383333333333333,12.383333333333333
409,6,spanish,_Y2K9gfJVOg,26.925,31.925
410,5,spanish,hEcxHcEzTqI,22.225,27.225
411,2,spanish,q3WQJOWj1B4,5.341666666666667,10.341666666666667
412,9,spanish,UXjbYEeJ9Ug,41.11666666666667,46.11666666666667
413,7,spanish,7aZlCnrzuGY,31.2,36.2
414,4,spanish,7U8lqPMxSo4,15.833333333333334,20.833333333333336
415,2,spanish,zFUbpdDe9Vo,7.425000000000001,12.425
416,7,spanish,ljT2bX-BVb0,30.375,35.375
417,1,spanish,QujoMO5fZXs,1.3833333333333329,6.383333333333333
