chunk,lang,video_id,start,end
5,english,N9CBehAyrXQ,20.366666666666667,25.366666666666667
6,english,CDYImiHjvcQ,26.291666666666668,31.291666666666668
6,english,2S6KM_C8EK4,25.716666666666665,30.716666666666665
6,english,eA5qK1_5gyc,25.933333333333334,30.933333333333334
3,english,FOVe6CUi9QQ,10.708333333333334,15.708333333333334
3,english,Zj8Loy26Drw,11.041666666666666,16.041666666666664
8,english,lz4JPSi-s2M,36.9,41.9
1,english,Vdomp5CMo-Y,2.3583333333333343,7.358333333333334
1,english,P0lJO1hF7-k,0.7416666666666671,5.741666666666667
1,english,ET66ApY1CW0,1.2749999999999986,6.274999999999999
2,english,ofLkAGhL8iU,5.3583333333333325,10.358333333333333
1,english,fLjrkZ-eZqE,0.5583333333333336,5.558333333333334
1,english,QOiYiRQZi1A,2.1916666666666664,7.191666666666666
4,english,HQ31Vuw4_9A,15.933333333333334,20.933333333333334
3,english,V3tv-lp6Ov8,10.733333333333333,15.733333333333333
2,english,bgUwKZk1pqA,5.525,10.525
1,english,2X1am644p8o,0.8166666666666664,5.816666666666666
2,english,iWT6z6gPYOI,7.116666666666667,12.116666666666667
2,english,zxc9w7zxhPk,7.0166666666666675,12.016666666666667
6,english,RouVlVyS38M,25.008333333333333,30.008333333333333
1,english,qVCG5XNumo8,0.1999999999999993,5.199999999999999
8,english,bF4lLQFc2JA,37.28333333333333,42.28333333333333
3,english,NsqjAA6Tk-Q,10.05,15.05
7,english,IbEDRqENYO8,31.55,36.55
5,english,zUepp8RZTbM,20.966666666666665,25.966666666666665
6,english,BnoYgnoU__g,27.225,32.225
8,english,Q-lfa1ODO-o,35.21666666666667,40.21666666666667
6,english,wgk_zWOi_fk,25.166666666666664,30.166666666666664
5,english,iP-psISFhA0,20.933333333333334,25.933333333333334
5,english,f2gWKZq9Fx8,21.808333333333334,26.808333333333334
1,english,MLHjUcd6gM0,1.9666666666666668,6.966666666666667
4,english,sUD-Yx6gB-s,15.508333333333333,20.508333333333333
4,english,Dkb1vS4HVto,17.058333333333334,22.058333333333334
2,english,pXz8fAD-y64,5.024999999999999,10.024999999999999
4,english,Yj0VrdcDyCM,16.433333333333334,21.433333333333334
4,english,pwOP1nMZ2GE,17.241666666666667,22.241666666666667
10,english,l1TWkuI8iZY,46.16666666666667,51.16666666666667
3,english,4JhRaormlro,10.466666666666667,15.466666666666667
7,english,7zVqM0eqrEk,31.625,36.625
1,english,SIrHq3lrnYY,2.1416666666666657,7.141666666666666
5,english,FWAI1JdIj7I,20.683333333333334,25.683333333333334
1,english,ss_sL06Cgvo,1.8583333333333325,6.8583333333333325
1,english,ypFdm_jdmbI,1.5249999999999986,6.524999999999999
7,english,OMRASCzuqH8,31.591666666666665,36.59166666666667
2,english,6N1KG8U1Hb4,5.133333333333333,10.133333333333333
7,english,qIe2zmQ5gjg,31.833333333333332,36.83333333333333
5,english,hLlgqfshv9E,20.09166666666667,25.09166666666667
2,english,a_LFyZQJY3I,5.149999999999999,10.149999999999999
2,english,iYdI33FXBVs,5.116666666666667,10.116666666666667
10,english,TmINEVHk63w,46.36666666666667,51.36666666666667
7,english,GK4YolHRKoc,30.325,35.325
2,english,fpBrN_qQEp0,6.425000000000001,11.425
4,english,UL6m4by0RoY,16.066666666666666,21.066666666666666
7,english,ksaJrnLtrU8,32.0,37.0
8,english,-3roCEnGbgI,35.49166666666667,40.49166666666667
7,english,ASt_qT_KUt0,32.41666666666667,37.41666666666667
4,english,-43Fvtd4VKc,15.75,20.75
2,english,cXkTSL0IsC0,7.0,12.0
5,english,Hxx6s7tGH6k,22.166666666666668,27.166666666666668
4,english,B6X44MD6YPE,15.241666666666667,20.241666666666667
7,english,prOFnIoG2hY,30.383333333333333,35.38333333333333
3,english,t-2PlCUUHwo,10.75,15.75
3,english,_HTyyoMFOfk,11.933333333333334,16.933333333333334
7,english,4NkFMkgh0wY,30.583333333333332,35.58333333333333
1,english,fF03HKoSlF4,1.4750000000000014,6.475000000000001
2,english,6bIQLPTR7BM,6.166666666666666,11.166666666666666
3,english,6bmZgzBu9pY,10.733333333333333,15.733333333333333
2,english,xENlL4V9yQQ,5.041666666666668,10.041666666666668
3,english,hM_aiamInN4,10.183333333333334,15.183333333333334
5,english,AxLuevvM_kQ,22.21666666666667,27.21666666666667
3,english,5G8Hn2BV2c0,11.75,16.75
5,english,mbJYCM4Hr7E,20.066666666666666,25.066666666666666
1,english,e6YASyx7frI,0.5500000000000007,5.550000000000001
1,english,m_zMF9RbGR4,0.10000000000000142,5.100000000000001
3,english,GvIlXB-b32E,12.133333333333333,17.133333333333333
3,english,zxc9w7zxhPk,12.016666666666667,17.016666666666666
3,english,ekzfpNve31o,11.783333333333335,16.783333333333335
3,english,oliTVfzX7fU,10.608333333333334,15.608333333333334
4,english,NGGBEo37I6A,16.333333333333336,21.333333333333336
3,english,CPJ9iv04DA4,10.916666666666666,15.916666666666666
7,english,rxyUui-VBlw,30.666666666666668,35.66666666666667
4,english,zdA6PVh_NqE,17.466666666666665,22.466666666666665
2,english,s3wjUYVVSts,7.191666666666666,12.191666666666666
5,english,MkPyA0Ej9oU,20.925,25.925
6,english,CdR5rLV344M,26.941666666666666,31.941666666666666
10,english,RA7uHa-Hlq8,46.59166666666667,51.59166666666667
3,english,WkHLu8hsq6Y,11.025,16.025
3,english,WfHT4OI7l9I,11.391666666666667,16.391666666666666
4,english,XD5CMAC0gno,15.733333333333333,20.733333333333334
4,english,SCqc4YFHQho,16.183333333333334,21.183333333333334
7,english,5zBvptjLHgc,30.9,35.9
2,english,ZMjEtWBEmGk,7.383333333333333,12.383333333333333
4,english,7kt-UpdT0kE,17.375,22.375
3,english,q2rrJXuPE-k,10.291666666666666,15.291666666666666
1,english,XHhPANWMaR0,0.8833333333333329,5.883333333333333
5,english,xY_IblBgU-Y,20.65,25.65
1,english,WwWqnkUv-aA,2.283333333333333,7.283333333333333
1,english,EBh-KMaHUx4,1.216666666666665,6.216666666666665
8,english,9sfCOuqQthM,36.516666666666666,41.516666666666666
7,english,B5qaozqmCLU,30.841666666666665,35.84166666666667
3,english,8Tmq_uco2sw,11.341666666666667,16.34166666666667
2,english,025MLkCEW7A,6.574999999999999,11.575
3,english,RouVlVyS38M,10.008333333333333,15.008333333333333
4,english,C5Y5Dic4LkM,15.266666666666666,20.266666666666666
7,english,yWUbfNgELWE,30.025,35.025
3,english,PY5DpPTlXfU,10.258333333333333,15.258333333333333
6,english,M9PiTL3w7Ko,27.133333333333333,32.13333333333333
2,english,6_EMllUfWJg,6.5,11.5
4,english,FNVFQeXAwMg,15.875,20.875
1,english,_v9pQy5hSxA,1.4250000000000007,6.425000000000001
4,english,t1kp5xL3ztk,15.566666666666666,20.566666666666666
4,english,fdohrlR_IqY,16.016666666666666,21.016666666666666
5,english,9l5mjADPlVw,22.158333333333335,27.158333333333335
2,english,R5wzGDbBf5s,5.216666666666665,10.216666666666665
2,english,-ng1MyRDqfY,5.274999999999999,10.274999999999999
1,english,d9eJNFAPQLY,2.4499999999999993,7.449999999999999
2,english,jXIVxXgSHCQ,6.625,11.625
4,english,K7FH2UErGBE,15.5,20.5
6,english,5YVK50HpEAI,26.6,31.6
3,english,xDdAQx5wahI,11.733333333333333,16.733333333333334
1,english,8Hi3SxqYA1A,1.458333333333334,6.458333333333334
1,english,AcFrn5P6uPs,0.6083333333333325,5.6083333333333325
1,english,il_93l4wj_0,2.0,7.0
2,english,fdohrlR_IqY,6.0166666666666675,11.016666666666667
2,english,XJHU-OEjrss,5.699999999999999,10.7
4,english,SpXWWNkaU8U,17.316666666666666,22.316666666666666
2,english,2jMnWDtlUnQ,5.683333333333334,10.683333333333334
2,english,O6Pjaq-CHCg,5.566666666666666,10.566666666666666
1,english,vK57ek-yk5c,0.47499999999999964,5.475
1,english,9UCZGD6sQWE,0.9916666666666671,5.991666666666667
3,english,Ub7M4kSpoGA,11.008333333333333,16.008333333333333
1,english,0wqNwfWGwJs,1.9083333333333332,6.908333333333333
6,english,LIBbAL2MAsE,27.041666666666668,32.04166666666667
2,english,dim2uygFZmc,5.316666666666666,10.316666666666666
9,english,H35FclVWDck,41.9,46.9
10,english,THbcDSDcdeg,46.81666666666666,51.81666666666666
5,english,hjsEUi9vGbU,21.016666666666666,26.016666666666666
1,english,Ge3ozNFRKf4,0.05833333333333357,5.058333333333334
6,english,2FO6jfqM3f0,27.466666666666665,32.46666666666667
4,english,Zj8Loy26Drw,16.041666666666664,21.041666666666664
3,english,9VVJ7FDpHHQ,10.125,15.125
4,english,0BQ-aY6sQUg,16.491666666666667,21.491666666666667
10,english,xeBaHPzrq_o,46.825,51.825
1,english,yixS-A28up4,1.8083333333333336,6.808333333333334
7,english,aRT4ulrJwSg,31.583333333333332,36.58333333333333
3,english,7EdAzcYEz-I,10.041666666666666,15.041666666666666
4,english,f7tLzSnDb5c,15.108333333333333,20.108333333333334
3,english,k6rJiCmkDEc,12.408333333333335,17.408333333333335
5,english,_7kZhWOpPA8,20.975,25.975
5,english,IWgbehOcOdw,20.025,25.025
1,english,7DmEAQTbz-g,0.00833333333333286,5.008333333333333
4,english,3e2KqgoB0TE,15.283333333333335,20.283333333333335
7,english,R5bjPwx6aGQ,31.583333333333332,36.58333333333333
4,english,RHnaqn6g13U,16.783333333333335,21.783333333333335
4,english,9vUlPq1eFtE,16.75,21.75
1,english,aGac98cyyOs,2.2666666666666657,7.266666666666666
1,english,j-IccDA3Ya8,2.341666666666665,7.341666666666665
2,english,jMNHf4U6EvU,7.125,12.125
4,english,3eP2k3Q5Sas,15.908333333333335,20.908333333333335
2,english,EePzWg1fjko,5.75,10.75
8,english,THbcDSDcdeg,36.81666666666666,41.81666666666666
7,english,LIBbAL2MAsE,32.04166666666667,37.04166666666667
4,english,GK4YolHRKoc,15.325,20.325
5,english,5saTFqIX3cA,21.625,26.625
1,english,AAwY_5rX7is,0.9749999999999996,5.975
5,english,i473qKYoHfU,21.65,26.65
2,english,O7F4DhhyYqI,6.616666666666667,11.616666666666667
1,english,EePzWg1fjko,0.75,5.75
4,english,1JB9ct1KWJY,16.325,21.325
3,english,4wmyQXGC3OY,11.0,16.0
2,english,HQ31Vuw4_9A,5.933333333333334,10.933333333333334
2,english,Q6npzr5xehQ,7.058333333333334,12.058333333333334
3,english,zUkKPOXkHTE,10.366666666666667,15.366666666666667
3,english,pUxitkHGD1E,12.108333333333334,17.108333333333334
2,english,mo1AVMZjvmo,5.716666666666665,10.716666666666665
2,english,KI13jrwGtT0,5.2333333333333325,10.233333333333333
1,english,Ik_QP4oA_Hg,2.2666666666666675,7.2666666666666675
6,english,ZQ49eTbuCo4,26.45,31.45
2,english,2vpIiBWSiaE,5.216666666666665,10.216666666666665
2,english,8aPNW0-GpAM,5.775,10.775
3,english,oEw05hJePYs,11.833333333333332,16.833333333333332
7,english,Nh8UGP1pzMs,30.5,35.5
3,english,iEB5raTbDXc,11.725000000000001,16.725
1,english,_H7UTcvMqCQ,1.8083333333333336,6.808333333333334
9,english,DyDNZxVhzsM,40.15,45.15
1,english,g6CVApMxmqg,0.7416666666666671,5.741666666666667
5,english,VhZLAhtUuBg,21.125,26.125
1,english,SglNTDgMTAc,1.216666666666665,6.216666666666665
1,english,irFYmpVRgu8,0.3000000000000007,5.300000000000001
7,english,yixS-A28up4,31.808333333333334,36.80833333333334
2,english,WODSI0__ocM,5.116666666666667,10.116666666666667
4,english,3dauBzsvMgM,17.175,22.175
2,english,IW6MDVS9n-M,5.35,10.35
1,english,Vy68xMXryUs,0.033333333333333215,5.033333333333333
2,english,LIBbAL2MAsE,7.041666666666668,12.041666666666668
2,english,G_LQdVLvKfA,5.550000000000001,10.55
2,english,lies_kknzFk,6.808333333333334,11.808333333333334
2,english,tPntk6pHfjU,6.033333333333335,11.033333333333335
4,english,IiyC2b_8QbY,15.875,20.875
3,english,7PvWUJhuWlc,11.716666666666667,16.71666666666667
1,english,5GkPNAlhsGY,1.4083333333333332,6.408333333333333
2,english,eNxC0ctbGR0,6.35,11.35
1,english,shb-8fT79fc,1.25,6.25
3,english,1aY5n5H0ugE,12.166666666666668,17.166666666666668
3,english,VDYPNKsww74,11.2,16.2
5,english,vpl-ozbeOFA,20.441666666666666,25.441666666666666
4,english,FvWsBV6z2jE,15.333333333333334,20.333333333333336
4,english,OcUvZIm_G48,15.325,20.325
4,english,wDcNZF25-_c,15.016666666666667,20.016666666666666
1,english,bamiN9jETBc,2.2666666666666657,7.266666666666666
4,english,G1mHtLUfOdk,15.808333333333334,20.808333333333334
6,english,YrRbo6n0LOc,25.825,30.825
4,english,FqLyrWcPvfg,16.6,21.6
4,english,2AyCf5ShzqA,17.008333333333333,22.008333333333333
5,english,RLMJmJ_IdnQ,20.016666666666666,25.016666666666666
2,english,l9JcxUF9_dQ,6.716666666666667,11.716666666666667
5,english,pRgF9mRIcck,22.016666666666666,27.016666666666666
2,english,pFNaCcUN-wo,6.275,11.275
1,english,p9NcYe8DHIk,1.6166666666666671,6.616666666666667
7,english,8IXiTpY7kp0,30.658333333333335,35.65833333333333
2,english,reuAXMx-l5k,6.175000000000001,11.175
3,english,IbEDRqENYO8,11.55,16.55
4,english,XsCk1DtjeNQ,15.066666666666666,20.066666666666666
6,english,pj6MXxubyms,26.283333333333335,31.283333333333335
4,english,GpcTCG7bDrk,15.4,20.4
2,english,DjmF2zv4Tyo,7.333333333333334,12.333333333333334
7,english,rACrpIbMtfU,30.941666666666666,35.94166666666666
3,english,mmzHgNpk5yQ,10.316666666666666,15.316666666666666
3,english,5UaALzD6r6c,11.666666666666668,16.666666666666668
4,english,SYclNnM4QCI,17.15,22.15
8,english,6xnu0mKZ1TE,36.225,41.225
2,english,H35FclVWDck,6.899999999999999,11.899999999999999
2,english,l1TWkuI8iZY,6.166666666666668,11.166666666666668
3,english,48zfsWykrFs,10.5,15.5
4,english,Rrs15i2-dgg,15.241666666666667,20.241666666666667
3,english,6ZcMksYGiWY,12.25,17.25
2,english,4xMNeY2U7ck,6.558333333333334,11.558333333333334
4,english,p9WygYOWzBk,16.125,21.125
2,english,sQjcawTM1EA,5.333333333333332,10.333333333333332
9,english,EBh-KMaHUx4,41.21666666666667,46.21666666666667
3,english,P6v10WVkZzM,10.175,15.175
2,english,onQTrx9_jAo,5.475,10.475
4,english,gymGD9PV5SI,15.575,20.575
4,english,DpQpZ-nh6mE,17.083333333333332,22.083333333333332
6,english,-eq112TE2pU,26.283333333333335,31.283333333333335
3,english,GSZkuPTsk4I,11.233333333333334,16.233333333333334
6,english,M4Z3DL2DZ0Y,26.216666666666665,31.216666666666665
4,english,ozi5efL0eoY,15.916666666666666,20.916666666666664
1,english,55VuHsiZG8M,0.8833333333333329,5.883333333333333
6,english,n2JrwPIw_KU,27.425,32.425
1,english,JrIJe61JvZc,1.4250000000000007,6.425000000000001
6,english,7N4LaLFL4O8,25.65833333333333,30.65833333333333
2,english,gaKHGD2vXAI,5.525,10.525
5,english,t1gKdsHzfwk,21.733333333333334,26.733333333333334
4,english,qzlnd-LaS88,15.808333333333334,20.808333333333334
5,english,GZrJlldhRgM,21.2,26.2
2,english,TbHCXi4DHM0,6.875,11.875
8,english,l1TWkuI8iZY,36.16666666666667,41.16666666666667
2,english,U87RIP8AbRM,5.258333333333333,10.258333333333333
4,english,9Tta-rG18Qs,17.15,22.15
5,english,WdgpFLN9U2s,21.016666666666666,26.016666666666666
4,english,Ub7M4kSpoGA,16.008333333333333,21.008333333333333
2,english,rzkc9mzk3gE,6.449999999999999,11.45
2,english,seSekMot7DY,5.716666666666667,10.716666666666667
6,english,XTC2Bmsgz2I,26.966666666666665,31.966666666666665
3,english,ywPqv5BkyXs,10.675,15.675
4,english,5hlpRSrMOD8,15.141666666666667,20.141666666666666
4,english,Q3Tjpf-_rwk,15.341666666666667,20.34166666666667
6,english,9PmPIWYjhzE,27.008333333333333,32.00833333333333
2,english,WdgpFLN9U2s,6.016666666666666,11.016666666666666
4,english,TCvQN2-Rf-o,17.041666666666668,22.041666666666668
1,english,M0RzVwdPKBE,2.116666666666667,7.116666666666667
4,english,F_iftomnpEs,16.183333333333334,21.183333333333334
8,english,nvbftIkwtEE,35.75,40.75
4,english,4K0PrGSDqKA,16.383333333333333,21.383333333333333
5,english,Uje2TcE1Fbo,22.45,27.45
8,english,G_LQdVLvKfA,35.55,40.55
1,english,E5RgCiJUgyA,1.416666666666666,6.416666666666666
2,english,EtC4O1DpeXQ,5.333333333333332,10.333333333333332
3,english,L3uHDeeuZp4,10.741666666666667,15.741666666666667
2,english,C0viv9KUDI0,6.675000000000001,11.675
8,english,5UaALzD6r6c,36.66666666666667,41.66666666666667
2,english,2ZbjePLIGpw,5.341666666666667,10.341666666666667
6,english,UKagcHtXgyQ,25.791666666666664,30.791666666666664
3,english,7Oo28sZcj4I,11.858333333333334,16.858333333333334
1,english,nHowr2Hs1r8,2.466666666666665,7.466666666666665
3,english,Rrs15i2-dgg,10.241666666666667,15.241666666666667
3,english,H6eO8Z-YAE0,11.625,16.625
3,english,PDH42hN5w2Q,10.216666666666667,15.216666666666667
5,english,MqntgAQvRFY,20.583333333333332,25.583333333333332
1,english,3jiD1pns648,0.041666666666666075,5.041666666666666
2,english,Au63DyjBQ7k,7.333333333333334,12.333333333333334
2,english,qzlnd-LaS88,5.808333333333334,10.808333333333334
5,english,ZmtLzRJh8n8,20.425,25.425
2,english,B_5ZKdHC-l0,5.1083333333333325,10.108333333333333
2,english,1JB9ct1KWJY,6.324999999999999,11.325
1,english,3d0lriHruCw,0.14999999999999858,5.149999999999999
9,english,Ed3CLr7LdKc,42.2,47.2
6,english,qsxZomrwg_0,25.95,30.95
9,english,HXEkRliS6Og,40.46666666666667,45.46666666666667
1,english,DDNDjjoBzl4,2.166666666666668,7.166666666666668
5,english,RVAjLzOchuw,21.025,26.025
7,english,70fynWnM390,31.475,36.475
3,english,R4zzJHgT4cg,10.325,15.325
4,english,q1vvKezvR0o,16.583333333333332,21.583333333333332
2,english,ZcLhESBgLfo,6.3583333333333325,11.358333333333333
7,english,UCz8g72bwgY,30.216666666666665,35.21666666666667
4,english,prOFnIoG2hY,15.383333333333333,20.383333333333333
3,english,4NkFMkgh0wY,10.583333333333332,15.583333333333332
4,english,U87RIP8AbRM,15.258333333333333,20.258333333333333
7,english,aGac98cyyOs,32.266666666666666,37.266666666666666
4,english,-zJoSFZNYRw,15.641666666666667,20.641666666666666
3,english,9TAuRx4wiXY,11.875,16.875
3,english,ES2Wia1wqcg,11.008333333333333,16.008333333333333
1,english,-r-VdHpKc7Q,2.125,7.125
4,english,ekzfpNve31o,16.783333333333335,21.783333333333335
1,english,PDH42hN5w2Q,0.21666666666666679,5.216666666666667
3,english,pZKdeFHd0qI,10.375,15.375
5,english,iEB5raTbDXc,21.725,26.725
4,english,iQNb9vg4dRY,16.558333333333334,21.558333333333334
1,english,k8K0_w-7evc,2.133333333333333,7.133333333333333
4,english,ezEGl0eviFo,16.983333333333334,21.983333333333334
3,english,zlrn3ovuuso,10.391666666666667,15.391666666666667
1,english,6xnu0mKZ1TE,1.2250000000000014,6.225000000000001
5,english,9Rq1ZaEz_Io,22.166666666666668,27.166666666666668
5,english,Lnxnfuh58F0,20.65,25.65
3,english,QZ-3wztVGFw,11.175,16.175
3,english,Q9Wpd2pDg2I,12.3,17.3
4,english,boGah3W4Q5A,17.041666666666668,22.041666666666668
4,english,fa4FID_H53Y,15.666666666666668,20.666666666666668
3,english,uGGHTzf0lEg,10.758333333333333,15.758333333333333
2,english,yzcNh2Dy7UA,6.141666666666666,11.141666666666666
8,english,GRNnKsi6wz4,35.858333333333334,40.858333333333334
1,english,w3u0OrhlYks,1.3000000000000007,6.300000000000001
7,english,AR2xLR7nzZg,30.5,35.5
1,english,UCz8g72bwgY,0.216666666666665,5.216666666666665
2,english,3eGo1CuQPFk,5.7666666666666675,10.766666666666667
3,english,iSir66kUzSo,11.033333333333335,16.033333333333335
4,english,1VHsNcxA1Go,16.616666666666667,21.616666666666667
1,english,4UUHlgH3ess,1.083333333333334,6.083333333333334
3,english,-oMkNXYiSI8,11.041666666666666,16.041666666666664
4,english,tPn21tzkg9o,15.991666666666667,20.991666666666667
8,english,zOhu5U2AT8E,36.425,41.425
11,english,BnoYgnoU__g,52.225,57.225
6,english,Z_13FjxJ-B8,26.433333333333334,31.433333333333334
1,english,-FuRh4Vw1_I,1.1500000000000004,6.15
4,english,3jiD1pns648,15.041666666666666,20.041666666666664
6,english,hYKkwvnI5Y8,27.25,32.25
10,english,iSir66kUzSo,46.03333333333333,51.03333333333333
4,english,zZBgY6Rcwu8,15.108333333333334,20.108333333333334
1,english,IP2ZkqSKdW8,0.27500000000000036,5.275
2,english,4NkFMkgh0wY,5.583333333333332,10.583333333333332
1,english,ORyNwYSNaKs,0.34999999999999964,5.35
3,english,025MLkCEW7A,11.575,16.575
2,english,EVSLJjN3CE0,6.583333333333332,11.583333333333332
10,english,8IXiTpY7kp0,45.65833333333333,50.65833333333333
3,english,rmXr0XUjGWk,12.3,17.3
4,english,cEyxXDpjepI,16.975,21.975
3,english,iDOpAGkPoEA,11.275,16.275
5,english,cq9pVUu-Dxo,22.05,27.05
4,english,Dr6b_6i-fY4,17.041666666666664,22.041666666666664
4,english,go4Tjwv1nqU,15.008333333333333,20.008333333333333
2,english,bZBHD-3EROI,5.824999999999999,10.825
3,english,s_DVobMCu0o,11.791666666666666,16.791666666666664
4,english,v28ncCPEwB8,16.925,21.925
3,english,tcHP0VJKqec,11.283333333333333,16.28333333333333
10,english,tMIzGOoWjUA,46.33333333333333,51.33333333333333
5,english,qIe2zmQ5gjg,21.833333333333332,26.833333333333332
6,english,Vsq0C9xQGYI,25.775,30.775
6,english,zD0eXG5pEDs,25.291666666666664,30.291666666666664
4,english,Yp140r47Ce0,16.05,21.05
1,english,pyL_awNXHfE,0.6499999999999986,5.649999999999999
7,english,uGGHTzf0lEg,30.758333333333333,35.75833333333333
3,english,-CxJ87jffj0,10.733333333333333,15.733333333333333
3,english,Da0ooyuhwBs,10.358333333333333,15.358333333333333
6,english,1g6cRhJbFnM,25.241666666666667,30.241666666666667
1,english,bovHcwY_s_8,1.0416666666666679,6.041666666666668
2,english,FJi6-RuPUQM,6.3583333333333325,11.358333333333333
5,english,GDFElxl5I1c,21.575,26.575
1,english,DdrvvH4qT7s,2.291666666666666,7.291666666666666
9,english,GZiUY4o8SD0,41.4,46.4
5,english,nJGEJEqpiAs,20.575,25.575
3,english,RYbJ7SnKlPA,12.466666666666665,17.466666666666665
6,english,eOn2bLIRi4I,25.133333333333333,30.133333333333333
1,english,mVolv23lYJo,0.2749999999999986,5.274999999999999
7,english,C0cNFsJsbNw,31.833333333333332,36.83333333333333
5,english,0w4QiOwOgDU,21.166666666666668,26.166666666666668
2,english,tSp69qD5wJk,5.258333333333333,10.258333333333333
1,english,tsmSM_sCBbo,0.6166666666666671,5.616666666666667
2,english,HBwRkjYTSFI,6.125,11.125
4,english,d9eJNFAPQLY,17.45,22.45
